id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,user_image,url_source
ChZDSUhNMG9nS0VJQ0FnSUNpc3BLUmNREAE,,5 days ago,2020-11-02 13:21:33.185130,5.0,Anika Slivka,14,https://lh3.googleusercontent.com/a-/AOh14GhaCftEJLzrdXtGwU4nYXDMsXyGcbGsO8uVMibXKw=w36-h36-p-c0x00000000-rp,https://www.google.com/maps/contrib/114829019963074722499/reviews?hl=en-AU
ChdDSUhNMG9nS0VJQ0FnSUNpdk1fUmtnRRAB,,a week ago,2020-11-02 13:21:33.186129,4.0,R S,8,https://lh5.googleusercontent.com/-tlSBdqgxS9w/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnlLX0qjIWGNn-pG-2PgV1a0PQSpQ/w36-h36-p-c0x00000000-rp/photo.jpg,https://www.google.com/maps/contrib/105542083090501995075/reviews?hl=en-AU
ChdDSUhNMG9nS0VJQ0FnSUNpck1IRHJBRRAB,,a week ago,2020-11-02 13:21:33.186129,4.0,Stephen Corry,0,https://lh3.googleusercontent.com/a-/AOh14GjgwhoHojV3jWQdplXu2xLiUxjsISrOcmfDDC9yfw=w36-h36-p-c0x00000000-rp,https://www.google.com/maps/contrib/107711689825948400789/reviews?hl=en-AU
ChdDSUhNMG9nS0VJQ0FnSUNpMU5uZG1RRRAB,,a week ago,2020-11-02 13:21:33.187127,5.0,Huu Pham,3,https://lh3.googleusercontent.com/-YKYGOOvHdag/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmn-Ux5K2WaIHvdmlvjNgsEoFs8MQ/w36-h36-p-c0x00000000-rp/photo.jpg,https://www.google.com/maps/contrib/110325973759919139598/reviews?hl=en-AU
ChdDSUhNMG9nS0VJQ0FnSUNpdU51YzRBRRAB,,a week ago,2020-11-02 13:21:33.187127,5.0,Sooraj s das,1,https://lh3.googleusercontent.com/a-/AOh14GgoiKyKsbodnEw31TXdmVx-Sm1tNqBMEaZNjHRU-Q=w36-h36-p-c0x00000000-rp,https://www.google.com/maps/contrib/104756816290791692728/reviews?hl=en-AU
ChdDSUhNMG9nS0VJQ0FnSUNpbU9yeXR3RRAB,Good variety but expensive.,a week ago,2020-11-02 13:21:33.188128,3.0,Trung Nguyen,0,https://lh3.googleusercontent.com/a-/AOh14GgPVk_FJ81DAdUWzpx8oqYnAKQW5DwZLsqXUfa0rQ=w36-h36-p-c0x00000000-rp,https://www.google.com/maps/contrib/105469877637925417379/reviews?hl=en-AU
ChZDSUhNMG9nS0VJQ0FnSUNpNklDYkhnEAE,Good store helpfully staff. Seem to always find what I need. Kudos lads,a week ago,2020-11-02 13:21:33.188128,5.0,Jordan Daly,0,https://lh4.googleusercontent.com/-AWw9pwp786g/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucln1SLGsA1BXRH29p7D38sxK_Bbzw/w36-h36-p-c0x00000000-rp/photo.jpg,https://www.google.com/maps/contrib/101513310661593061010/reviews?hl=en-AU
ChdDSUhNMG9nS0VJQ0FnSUNpNFB5STlRRRAB,,2 weeks ago,2020-11-02 13:21:33.189127,1.0,Fabian acosta vega,0,https://lh3.googleusercontent.com/a-/AOh14Girg0-0YhBo14L45q4aiuv0IpnWQz6eM-A9-SI=w36-h36-p-c0x00000000-rp,https://www.google.com/maps/contrib/104856543767058600924/reviews?hl=en-AU
ChZDSUhNMG9nS0VJQ0FnSUNpb0xqYUpnEAE,,2 weeks ago,2020-11-02 13:21:33.189127,5.0,Adi Putra,5,https://lh3.googleusercontent.com/-Dvh3Qum1iYM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmcfWwxrkfolpEeu0HrmeKQTsmkvg/w36-h36-p-c0x00000000-rp/photo.jpg,https://www.google.com/maps/contrib/109988476797549559630/reviews?hl=en-AU
ChZDSUhNMG9nS0VJQ0FnSURBdXVMUExnEAE,,2 weeks ago,2020-11-02 13:21:33.190127,4.0,Tom Kjaer-Olsen,0,https://lh3.googleusercontent.com/a-/AOh14GjYmiPj4PQk-hNrO7ZeS8_AOhU-EsvLF3kUdOYM=w36-h36-p-c0x00000000-rp,https://www.google.com/maps/contrib/117561779362581676520/reviews?hl=en-AU
ChZDSUhNMG9nS0VJQ0FnSURDcjhDak53EAE,,2 weeks ago,2020-11-02 13:21:33.190127,5.0,Khessa Dangate,11,https://lh5.googleusercontent.com/-c-dRMY9DsQY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn0JKmR88ckAIUHIJPOCP89GhEWuA/w36-h36-p-c0x00000000-rp/photo.jpg,https://www.google.com/maps/contrib/106894262415213156959/reviews?hl=en-AU
ChdDSUhNMG9nS0VJQ0FnSURDMTgtQ19BRRAB,,2 weeks ago,2020-11-02 13:21:33.191129,5.0,Zhang Yong Fu,0,https://lh3.googleusercontent.com/a-/AOh14GgO-_wPTHJrkx6ybQnP2VQAqU1zj8j_5a4ZHMwIRQ=w36-h36-p-c0x00000000-rp,https://www.google.com/maps/contrib/106734570682548862123/reviews?hl=en-AU
ChZDSUhNMG9nS0VJQ0FnSURDMTR2TE9nEAE,,2 weeks ago,2020-11-02 13:21:33.191129,5.0,Preeti Chuttani,4,https://lh4.googleusercontent.com/-kQ3L-MbPxHE/AAAAAAAAAAI/AAAAAAAAEP4/AMZuucmxaFIXGcTVwJx86lrlyMGjAzIddA/w36-h36-p-c0x00000000-rp/photo.jpg,https://www.google.com/maps/contrib/103688933834168649105/reviews?hl=en-AU
ChZDSUhNMG9nS0VJQ0FnSURDcS16T0ZREAE,,2 weeks ago,2020-11-02 13:21:33.192129,4.0,Malcolm James,5,https://lh4.googleusercontent.com/-EcVyZrRC-mk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclDb8y135YYCEWQ97LsrrHw-8Tr3A/w36-h36-p-c0x00000000-rp/photo.jpg,https://www.google.com/maps/contrib/113020697287805834484/reviews?hl=en-AU
ChZDSUhNMG9nS0VJQ0FnSURDcTdEZURnEAE,,2 weeks ago,2020-11-02 13:21:33.192129,5.0,kansara rahul,3,https://lh3.googleusercontent.com/a-/AOh14Gjl6IqDY3RBAV4jfxjgsVVMHHjF17v1_Pl_wcNFNA=w36-h36-p-c0x00000000-rp,https://www.google.com/maps/contrib/100528853563257196782/reviews?hl=en-AU
